rainfall,temperature,humidity,soil_moisture,wind_speed,drought
189,43.24,54,24,20,0
78,30.48,67,51,17,0
129,27.75,61,6,0,0
119,23.44,37,6,32,0
114,40.38,17,51,0,0
167,37.56,26,40,15,0
101,27.16,26,50,19,0
51,39.27,53,53,27,0
97,42.96,89,47,34,0
188,28.21,17,11,14,0
130,29.62,55,7,27,0
139,38.89,61,8,19,0
69,30.77,56,42,18,0
177,25.43,50,58,13,0
92,41.69,20,48,30,0
123,27.73,42,23,28,0
90,42.92,74,30,25,0
48,21.04,76,11,15,0
133,27.5,22,45,19,0
104,37.24,55,15,32,0
57,44.57,46,19,11,0
3,43.58,32,43,17,1
198,24.11,95,27,5,0
191,20.18,35,12,19,0
87,39.31,68,12,1,0
91,23.2,24,49,16,0
169,30.69,18,35,15,0
106,42.33,79,6,4,0
146,25.8,89,40,6,0
85,39.89,33,22,34,1
39,20.9,85,6,6,0
20,40.65,73,32,25,0
86,41.83,45,24,24,0
163,24.26,36,20,18,0
54,34.84,55,51,30,0
9,41.83,82,60,6,0
160,19.19,93,8,32,0
84,37.57,50,9,23,0
114,19.06,48,58,35,0
180,35.28,92,42,2,0
187,39.08,25,56,21,0
60,18.81,44,47,27,0
123,44.62,26,14,33,1
160,39.3,98,26,6,0
71,35.23,85,42,3,0
49,22.08,66,12,34,0
22,34.93,44,55,32,0
42,42.9,99,7,26,1
156,37.76,69,27,16,0
115,23.68,81,31,25,0
60,42.35,22,51,24,0
99,34.74,60,27,8,0
16,31.7,47,8,9,0
177,42.63,55,44,31,0
179,33.2,73,9,28,0
77,33.6,22,21,9,0
156,35.78,100,12,29,0
123,23.99,19,25,21,0
105,18.46,96,60,3,0
31,43.44,86,25,10,0
182,38.73,43,19,3,0
156,22.89,75,44,28,0
25,37.9,29,32,4,1
184,40.76,54,33,10,0
115,25.46,69,34,35,0
170,20.59,21,40,4,0
162,31.0,69,47,18,0
143,25.12,58,43,0,0
31,38.92,88,54,24,0
4,27.34,100,42,14,0
114,43.01,15,36,2,0
66,40.07,33,56,32,0
112,20.89,26,40,7,0
123,24.86,85,24,24,0
112,21.6,82,41,12,0
14,38.91,28,58,25,1
91,37.72,23,50,16,0
115,29.89,15,5,27,0
113,41.88,57,16,14,0
30,21.22,69,8,8,0
40,33.5,39,46,32,0
13,43.69,64,26,8,0
126,31.8,71,54,22,0
87,18.24,31,21,26,0
185,44.64,49,12,30,0
156,22.61,31,9,31,0
186,42.02,53,35,3,0
126,23.22,35,51,0,0
33,20.4,23,25,2,0
40,22.46,59,60,33,0
193,22.94,42,46,0,0
33,28.78,80,59,28,0
152,26.44,85,37,26,0
188,24.31,44,18,28,0
115,30.87,81,28,28,0
65,25.27,49,32,19,0
165,24.96,46,31,8,0
103,33.41,83,6,20,0
114,32.7,60,38,3,0
34,36.58,89,11,31,1
128,23.75,91,50,5,0
21,40.93,34,42,12,1
107,43.9,86,41,6,0
20,22.36,17,18,13,1
0,33.0,26,40,15,0
153,24.69,35,13,8,0
5,31.98,25,11,29,1
68,28.7,42,6,4,0
185,21.28,35,38,34,0
60,38.26,71,11,25,0
65,21.73,56,20,25,0
42,29.67,23,29,20,0
135,21.72,27,56,26,0
10,41.73,46,50,10,0
200,42.8,91,10,21,0
181,34.2,20,16,16,0
29,36.61,20,36,7,1
58,40.16,99,60,34,0
160,24.28,26,56,24,0
124,21.97,47,59,19,0
35,39.94,100,24,35,1
98,40.97,25,43,20,0
104,19.48,87,18,14,0
20,40.01,20,59,32,1
195,28.59,54,29,9,0
170,21.65,97,34,31,0
172,29.61,27,13,8,0
55,28.63,69,56,29,0
177,40.98,52,16,24,0
75,20.77,25,35,24,0
133,24.94,95,7,21,0
106,33.61,72,28,17,0
155,36.74,100,35,4,0
81,41.23,26,7,34,1
162,28.2,59,31,22,0
79,30.16,44,34,29,0
77,30.79,86,55,32,0
179,32.48,27,7,22,0
55,34.77,76,53,17,0
43,28.77,83,39,13,0
109,32.93,85,35,26,0
62,43.64,89,48,20,0
150,44.22,36,9,9,0
100,27.6,73,44,10,0
40,41.11,89,55,28,0
114,25.42,62,47,6,0
75,37.09,51,48,2,0
145,43.67,98,48,21,0
96,22.09,94,14,12,0
170,43.59,58,26,18,0
95,42.7,31,43,0,0
122,39.38,69,18,27,0
142,24.33,89,42,18,0
54,29.05,31,8,17,0
182,18.42,53,46,1,0
9,18.52,69,43,6,0
186,33.05,22,33,18,0
146,32.09,42,15,34,0
171,25.2,69,8,7,0
13,39.17,39,21,8,1
182,26.25,48,22,28,0
95,41.51,90,56,27,0
78,19.47,51,18,5,0
87,23.43,87,57,5,0
73,42.62,100,47,35,0
79,37.17,57,31,13,0
132,40.14,74,10,34,0
154,26.64,83,52,20,0
49,39.54,53,36,14,0
102,34.24,23,35,21,0
169,38.8,61,32,14,0
115,31.11,84,22,18,0
48,21.38,35,58,21,0
169,28.84,26,34,12,0
111,43.62,18,29,3,0
29,36.05,99,57,31,0
191,18.13,49,57,27,0
112,28.78,96,31,7,0
195,30.35,71,28,21,0
178,42.04,95,19,5,0
169,33.2,46,38,19,0
90,19.98,40,56,33,0
74,20.79,51,24,10,0
139,39.86,41,30,12,0
85,23.91,42,38,16,0
121,24.8,24,6,18,0
94,26.22,91,52,31,0
35,40.88,18,45,25,1
181,32.76,83,33,14,0
61,27.94,74,13,3,0
154,35.41,89,22,1,0
178,37.75,82,33,15,0
98,41.02,18,31,18,0
179,25.51,65,55,11,0
197,39.23,29,35,26,0
183,31.53,52,22,32,0
125,43.98,85,46,9,0
101,40.55,98,57,18,0
43,29.69,100,9,22,0
58,18.58,91,30,8,0
90,20.68,85,42,32,0
129,22.07,99,57,7,0
140,29.25,23,38,3,0
11,30.34,53,12,13,0
28,25.27,47,7,28,0
143,30.87,79,31,8,0
58,32.75,24,34,19,0
157,36.5,56,12,18,0
5,25.81,54,32,9,0
64,43.0,16,17,13,1
162,30.28,18,51,33,0
22,22.03,62,28,29,0
188,29.18,79,42,18,0
180,24.87,61,36,35,0
118,39.63,26,58,14,0
126,21.41,67,17,3,0
73,38.91,79,12,3,0
53,36.26,60,29,22,0
68,40.4,79,44,33,0
128,31.64,65,20,33,0
175,37.03,51,14,25,0
99,37.56,30,46,0,0
0,35.7,24,5,8,1
10,23.12,82,24,24,0
116,30.5,23,19,10,0
199,29.98,93,54,17,0
57,28.56,73,41,30,0
131,29.72,68,52,0,0
141,34.2,88,53,35,0
135,37.94,55,58,21,0
111,41.62,95,30,32,0
95,23.71,92,58,25,0
11,32.4,52,14,22,0
191,35.99,20,60,35,0
63,28.62,23,47,3,0
171,22.76,41,34,11,0
102,24.91,63,20,0,0
178,40.23,90,20,31,0
151,27.08,84,14,21,0
155,43.15,77,42,27,0
184,40.74,30,56,8,0
164,27.96,43,27,8,0
150,27.28,75,51,33,0
22,38.66,61,60,0,0
45,27.25,66,55,16,0
112,41.45,19,13,15,1
15,26.64,85,35,15,0
192,44.41,79,24,1,0
85,34.25,91,31,25,0
55,27.56,69,54,14,0
45,34.64,80,14,31,0
168,30.16,97,13,20,0
192,38.87,61,38,25,0
179,28.99,62,16,10,0
143,35.11,61,9,16,0
155,38.56,87,10,13,0
8,38.29,60,21,17,1
6,30.17,67,24,19,0
172,41.18,70,47,1,0
62,24.28,75,7,3,0
114,24.65,71,17,11,0
2,27.22,90,49,31,0
116,33.33,99,5,9,0
143,44.16,49,31,7,0
152,26.84,21,28,12,0
33,26.14,56,44,11,0
174,41.92,45,27,34,0
198,21.11,43,15,18,0
121,18.18,43,35,3,0
5,42.27,28,50,6,1
59,38.35,28,8,7,1
5,25.85,95,13,8,0
62,37.3,99,31,1,0
68,23.25,77,9,8,0
74,39.39,80,12,14,0
80,28.55,80,25,1,0
147,30.54,38,5,12,0
196,18.38,94,8,0,0
157,26.72,100,18,9,0
131,36.53,17,17,33,1
80,29.35,29,27,29,0
185,24.75,78,11,11,0
7,22.63,39,31,8,0
45,37.85,30,6,32,1
103,23.35,50,54,21,0
151,27.75,41,39,19,0
95,18.13,94,45,5,0
165,34.88,55,28,25,0
36,40.74,31,27,8,1
181,40.4,63,47,17,0
22,30.93,34,23,31,1
129,35.16,87,17,35,0
9,40.94,82,34,4,0
34,23.59,21,33,22,0
86,22.85,66,16,7,0
3,20.23,85,6,7,0
26,23.53,71,12,2,0
78,41.82,86,46,4,0
147,42.01,33,28,18,0
199,23.32,96,30,24,0
9,21.76,87,59,11,0
51,21.01,16,39,15,0
55,43.42,74,58,34,0
189,41.54,25,60,14,0
127,22.77,80,21,34,0
2,23.9,15,17,13,1
176,23.4,65,33,20,0
156,33.58,70,10,13,0
154,40.56,22,48,10,0
183,38.96,54,51,23,0
143,35.09,47,41,14,0
124,39.18,60,17,5,0
1,20.09,67,24,3,0
135,27.14,64,33,15,0
139,30.8,93,10,8,0
47,41.83,15,46,29,1
84,41.93,92,52,29,0
92,33.56,64,49,13,0
137,36.54,34,38,4,0
5,36.7,63,59,34,0
31,23.9,24,40,29,0
48,23.11,79,16,19,0
83,42.68,76,46,8,0
120,20.72,58,28,33,0
66,36.22,17,16,8,1
173,40.29,66,33,25,0
85,19.27,67,21,31,0
99,39.65,81,56,4,0
196,22.14,62,21,24,0
187,29.96,30,8,26,0
90,34.86,62,34,8,0
121,31.76,28,24,34,0
124,22.59,57,23,18,0
169,37.92,22,7,33,1
182,29.54,24,28,3,0
129,35.76,79,54,8,0
31,28.91,100,23,11,0
198,26.61,50,33,0,0
106,18.61,74,18,17,0
60,27.88,55,19,20,0
178,26.37,56,37,35,0
9,30.15,55,32,22,0
39,36.0,15,29,22,1
197,19.94,52,27,11,0
13,18.62,95,28,9,0
29,26.71,83,33,35,0
9,32.18,77,34,3,0
116,40.46,71,20,16,0
172,27.03,76,46,30,0
42,19.1,94,39,18,0
64,30.08,84,26,14,0
18,20.69,58,32,4,0
143,25.2,93,49,0,0
65,32.73,93,15,34,0
138,39.02,88,18,23,0
58,41.05,18,10,6,1
166,22.15,35,19,1,0
72,44.6,25,47,14,0
184,23.14,40,58,24,0
105,23.76,32,33,24,0
63,40.04,34,9,31,1
126,40.02,51,58,27,0
78,39.3,23,21,8,1
104,18.19,54,12,7,0
74,36.41,21,57,20,0
75,33.07,85,28,3,0
112,36.11,38,58,24,0
24,39.62,96,25,9,0
59,24.83,93,32,30,0
51,40.94,33,26,6,0
9,18.48,18,6,26,1
47,44.08,82,22,7,1
172,38.16,23,43,29,0
95,34.26,100,57,29,0
161,31.6,36,8,2,0
165,36.93,74,47,28,0
63,28.57,95,12,19,0
17,42.11,53,30,13,0
141,33.13,52,54,13,0
100,36.34,96,18,14,0
182,32.49,52,15,19,0
31,32.39,33,12,35,1
191,19.25,94,5,2,0
63,31.57,51,7,16,0
93,28.32,71,56,20,0
82,25.21,33,52,1,0
152,43.86,69,34,35,0
147,28.04,39,35,16,0
139,35.53,74,21,19,0
82,29.05,44,34,24,0
143,43.88,28,40,19,0
97,39.88,33,26,1,0
167,30.1,92,20,18,0
180,30.02,41,40,29,0
17,29.31,60,15,24,0
143,29.09,26,58,34,0
68,35.41,17,44,30,0
161,33.87,15,38,12,0
42,35.91,57,11,22,1
28,26.73,81,5,10,0
150,25.86,35,12,8,0
113,23.77,46,16,17,0
109,37.48,56,9,23,0
59,26.76,93,51,33,0
69,36.79,82,28,30,0
25,18.66,17,59,9,0
22,30.33,43,32,35,0
81,21.52,68,11,34,0
87,20.3,71,55,14,0
31,32.24,16,52,20,0
22,36.3,41,5,14,1
12,36.22,64,26,4,0
47,27.81,75,23,6,0
91,21.35,52,39,12,0
103,22.25,75,50,13,0
169,34.69,27,48,27,0
70,31.73,25,40,32,0
173,40.0,38,29,5,0
148,29.75,46,8,25,0
180,44.55,49,17,1,0
8,23.82,16,8,0,1
0,21.32,79,33,0,0
154,18.32,78,8,25,0
0,34.71,39,49,6,0
86,28.59,57,48,33,0
11,28.25,40,59,14,0
108,37.34,68,30,15,0
5,26.84,46,37,26,0
181,23.85,80,31,6,0
188,35.26,82,23,28,0
20,24.06,35,41,21,0
169,28.2,57,51,5,0
118,37.6,69,48,31,0
107,34.54,67,54,10,0
41,38.84,79,32,23,0
183,33.87,53,26,19,0
161,34.41,40,15,5,0
194,41.31,98,11,16,0
104,42.6,28,23,30,1
110,43.74,38,6,19,0
37,31.44,53,16,20,0
38,36.95,100,7,23,1
181,27.44,59,14,9,0
90,35.39,54,60,11,0
99,23.13,55,16,14,0
69,19.99,61,10,18,0
31,38.47,66,53,34,0
128,29.34,15,51,25,0
102,26.66,83,25,29,0
142,40.35,16,56,8,0
139,44.51,23,27,33,0
107,37.78,86,29,13,0
189,31.68,31,46,34,0
200,22.48,44,14,33,0
193,28.47,67,27,19,0
187,32.65,51,34,16,0
154,29.02,56,33,10,0
69,37.34,47,34,7,0
56,27.17,64,48,26,0
150,34.8,34,41,30,0
110,24.97,98,9,16,0
194,35.26,24,57,9,0
174,41.77,91,11,23,0
88,28.35,36,14,12,0
11,41.57,56,15,16,1
34,20.66,59,6,34,0
42,24.53,78,28,12,0
61,26.99,89,50,14,0
131,32.18,100,6,1,0
27,22.05,67,35,24,0
148,40.39,57,16,30,0
128,31.78,69,55,21,0
50,31.59,18,16,17,0
57,36.77,83,12,24,0
83,41.51,89,49,29,0
143,44.77,51,55,18,0
27,34.55,25,54,21,0
164,39.59,68,53,35,0
5,33.06,31,49,15,0
173,36.93,57,17,23,0
91,27.41,86,23,8,0
30,31.51,53,59,34,0
117,25.2,48,50,22,0
95,28.12,32,60,8,0
173,38.05,59,50,21,0
137,41.36,53,12,22,0
33,19.19,46,8,31,0
12,42.19,43,35,25,0
48,24.51,33,11,27,1
1,23.68,85,48,23,0
33,19.83,54,11,30,0
42,24.23,86,42,29,0
141,20.48,27,52,25,0
157,23.94,89,12,35,0
82,25.38,76,31,11,0
160,37.84,17,30,29,0
56,25.23,28,21,16,0
173,36.78,55,43,10,0
6,33.1,21,51,8,0
170,37.35,19,19,29,1
16,33.16,66,8,19,0
27,33.67,58,31,12,0
195,18.26,26,40,18,0
186,26.12,49,7,1,0
121,31.69,24,38,24,0
155,24.33,61,56,22,0
36,44.96,54,37,21,0
40,24.12,93,59,34,0
43,28.34,69,27,0,0
20,20.19,98,39,34,0
69,20.75,50,45,1,0
194,33.4,50,13,12,0
94,32.54,96,49,29,0
5,23.31,76,55,25,0
179,22.0,28,26,27,0
181,25.34,43,31,13,0
132,19.75,80,13,27,0
94,29.38,91,21,3,0
95,41.34,39,45,25,0
123,18.67,16,40,14,0
87,41.02,34,8,19,1
137,35.0,84,30,31,0
107,40.72,46,53,1,0
92,36.54,65,36,13,0
52,23.04,26,27,4,0
125,41.4,88,37,4,0
73,23.15,41,29,1,0
88,32.47,47,39,0,0
110,36.27,86,51,17,0
181,39.4,22,9,33,1
58,33.01,17,43,33,0
175,41.3,56,29,33,0
65,35.48,92,26,9,0
127,34.69,71,23,21,0
40,27.78,82,52,16,0
197,27.46,27,6,18,0
160,25.29,37,40,3,0
185,30.18,73,60,14,0
107,38.33,81,15,33,0
26,18.63,69,36,22,0
68,33.03,45,15,20,0
87,30.73,96,29,21,0
194,26.54,48,16,24,0
30,41.1,89,55,8,0
18,30.51,87,58,2,0
28,19.42,59,49,25,0
158,29.87,21,48,19,0
172,33.47,86,16,31,0
169,35.92,66,15,7,0
174,44.16,74,5,18,0
200,30.4,96,59,2,0
90,21.75,77,36,4,0
192,32.35,19,31,11,0
190,39.02,92,21,32,0
148,25.25,20,29,5,0
104,29.03,27,24,13,0
134,33.35,68,14,9,0
31,19.82,15,56,31,0
93,41.13,95,27,19,0
37,37.62,37,20,33,1
48,27.87,65,59,28,0
37,21.05,30,59,6,0
63,31.18,41,55,2,0
60,38.74,68,5,16,0
199,25.2,71,24,27,0
162,28.44,37,55,8,0
7,21.51,60,50,29,0
15,24.72,77,6,16,0
43,21.4,24,16,11,1
108,23.6,76,7,32,0
125,32.7,95,40,5,0
30,26.53,66,16,29,0
5,41.52,19,50,13,1
168,28.77,90,23,23,0
87,36.57,61,6,29,0
48,24.57,46,36,11,0
8,33.58,69,14,2,0
106,43.72,55,29,4,0
113,35.88,21,14,17,1
128,39.81,19,35,20,0
66,37.92,28,5,3,1
67,36.91,26,51,2,0
4,37.02,63,17,18,1
98,39.21,87,24,19,0
9,23.93,43,45,28,0
5,44.92,63,25,32,0
78,43.61,81,20,33,0
134,28.01,67,41,18,0
151,20.42,83,12,14,0
155,21.03,33,9,7,0
68,31.74,67,31,0,0
3,41.51,91,25,20,0
2,39.6,41,13,19,1
120,24.5,35,8,22,0
23,37.72,18,55,35,1
141,36.28,24,15,22,1
137,23.69,24,31,31,0
104,32.84,97,10,13,0
136,25.41,43,16,27,0
76,44.54,31,29,11,0
52,19.81,77,57,13,0
23,40.61,74,29,24,0
79,20.34,84,15,20,0
192,41.81,19,9,20,1
149,38.72,72,27,15,0
110,44.48,89,6,28,0
174,27.86,88,39,30,0
181,32.5,24,47,12,0
30,37.66,29,27,13,1
21,44.94,38,55,14,0
87,21.01,72,15,24,0
122,40.74,38,39,7,0
60,19.05,55,37,25,0
101,25.78,69,17,12,0
133,40.38,39,8,15,0
67,35.25,70,26,10,0
161,34.0,40,16,30,0
9,28.85,90,30,7,0
140,41.02,59,34,25,0
167,30.52,66,13,15,0
71,20.13,46,22,1,0
4,34.3,61,31,34,0
153,36.48,55,27,22,0
139,44.01,85,51,5,0
13,25.99,99,34,23,0
200,43.61,90,12,15,0
175,29.89,49,25,3,0
150,21.85,34,24,33,0
114,41.51,94,46,13,0
196,19.66,80,17,5,0
182,18.98,21,26,11,0
188,26.04,39,11,10,0
80,32.71,96,28,0,0
115,22.43,19,45,6,0
13,20.5,31,55,31,0
1,41.68,88,26,33,0
118,29.8,100,56,1,0
94,26.59,80,17,17,0
74,22.27,60,56,24,0
75,36.18,84,55,25,0
10,29.93,67,31,30,0
156,19.38,89,21,18,0
75,23.76,23,47,18,0
35,30.86,47,11,15,0
137,21.57,36,27,30,0
4,42.33,71,39,33,0
19,20.68,29,20,15,1
194,23.74,31,40,9,0
59,39.31,61,39,34,0
115,40.66,36,13,16,0
11,31.57,53,36,5,0
47,28.63,79,15,32,0
16,23.71,28,46,8,0
84,27.81,99,59,17,0
14,21.18,34,49,26,0
135,30.3,95,41,1,0
64,31.56,56,12,32,0
35,38.33,57,42,4,0
40,28.12,74,21,30,0
165,24.04,84,54,9,0
133,44.13,64,34,17,0
81,19.57,79,46,3,0
200,34.27,79,5,27,0
140,38.69,73,7,8,0
119,37.71,76,9,21,0
93,38.87,79,30,5,0
117,19.81,64,59,9,0
87,18.86,35,43,11,0
8,32.01,81,55,17,0
132,41.64,21,29,18,0
66,31.81,46,25,11,0
99,21.76,85,10,17,0
2,38.38,19,28,7,1
137,38.13,64,54,14,0
197,28.58,60,47,6,0
169,26.97,57,40,29,0
43,33.83,32,57,9,0
41,22.26,73,46,35,0
111,35.8,98,7,6,0
30,40.24,15,20,0,1
40,43.99,17,58,26,1
113,36.15,42,38,23,0
100,43.53,93,28,33,0
20,36.39,58,38,31,0
92,39.25,96,28,32,0
128,33.59,16,32,19,0
5,19.36,36,21,25,0
124,38.17,91,19,24,0
174,36.58,19,14,34,1
61,28.31,58,56,35,0
19,36.58,70,48,27,0
67,23.94,80,14,18,0
30,32.6,33,17,33,1
183,29.16,80,35,3,0
63,37.45,44,14,16,0
120,44.31,24,19,21,1
22,31.74,100,27,22,0
102,39.36,19,36,12,0
165,30.2,96,57,20,0
187,25.29,67,47,1,0
70,22.56,97,8,2,0
141,32.11,67,53,29,0
150,21.98,46,43,5,0
111,37.58,56,33,2,0
111,27.37,73,8,28,0
29,36.1,45,48,34,0
194,23.83,28,42,20,0
89,38.83,52,14,14,0
177,35.72,18,16,15,1
18,35.49,34,54,5,1
159,19.26,22,20,20,0
86,29.55,97,5,35,0
90,32.38,79,40,3,0
103,30.17,16,11,21,0
39,18.72,95,23,26,0
102,22.03,75,51,27,0
121,38.37,54,38,17,0
75,40.22,87,27,32,0
19,40.11,74,51,32,0
112,39.24,59,41,25,0
188,39.68,45,26,35,0
129,40.65,42,7,25,0
76,31.22,43,27,2,0
46,30.86,92,11,28,0
25,28.71,87,23,11,0
152,39.55,69,27,16,0
60,34.03,24,32,3,0
50,18.06,46,19,3,0
62,27.55,79,11,23,0
61,41.49,46,36,10,0
142,39.9,94,37,21,0
179,29.21,56,55,28,0
133,18.76,39,51,31,0
54,39.33,61,37,3,0
44,28.6,26,43,17,0
23,37.47,61,10,17,1
198,20.7,38,39,18,0
132,25.81,47,23,27,0
71,20.83,85,32,18,0
21,39.79,71,34,25,0
132,32.84,42,59,20,0
28,26.78,51,27,2,0
60,38.87,98,42,31,0
148,37.73,66,36,13,0
149,29.09,99,50,30,0
90,43.85,71,58,13,0
53,22.6,96,32,0,0
138,43.41,62,60,12,0
95,23.21,69,42,16,0
167,35.18,79,23,34,0
61,30.68,61,30,31,0
151,27.72,100,52,5,0
159,18.2,40,43,20,0
35,28.34,76,47,29,0
108,26.6,32,52,10,0
65,21.91,25,27,1,0
158,31.25,56,58,10,0
133,32.41,80,51,4,0
71,30.37,46,5,17,0
19,22.01,82,39,0,0
65,26.76,44,28,14,0
70,25.33,72,43,13,0
65,29.49,27,19,0,0
34,43.47,63,47,27,0
116,44.92,69,23,6,0
154,23.27,65,29,3,0
90,41.29,52,14,29,0
64,24.13,55,56,14,0
40,36.6,46,50,6,0
47,27.2,38,8,16,0
103,44.08,94,17,7,0
6,25.42,63,35,13,0
97,39.51,71,52,23,0
167,43.56,24,60,32,0
102,44.08,37,33,3,0
48,23.04,44,48,11,0
88,43.15,75,56,7,0
132,19.88,67,8,3,0
89,39.16,26,6,12,1
86,26.56,61,5,16,0
194,23.02,46,7,16,0
15,34.28,74,7,33,0
78,27.06,98,54,10,0
16,40.27,41,5,5,1
63,18.79,65,46,20,0
170,29.28,68,47,24,0
27,35.05,54,41,12,0
36,41.31,94,49,35,0
182,36.76,84,19,3,0
46,34.42,20,39,28,0
149,26.19,77,48,31,0
183,24.74,63,40,19,0
16,43.91,18,33,19,1
9,34.88,75,51,17,0
75,43.38,59,10,9,0
4,30.08,73,19,34,0
5,25.06,24,58,12,0
154,30.17,79,59,22,0
172,27.62,69,34,29,0
87,41.68,100,13,26,0
83,28.02,76,10,0,0
30,24.01,32,31,2,0
166,40.98,37,17,24,0
16,38.93,93,53,22,0
69,41.5,17,11,34,1
167,36.57,25,31,7,0
133,23.74,84,7,33,0
34,39.65,71,34,7,0
165,30.99,30,51,6,0
78,44.01,57,60,9,0
66,42.68,91,17,13,0
51,43.27,21,56,22,0
66,40.6,51,49,12,0
185,43.94,77,26,31,0
142,25.23,68,29,20,0
79,23.95,51,12,23,0
113,42.1,57,22,2,0
11,24.22,16,34,11,0
38,18.77,18,60,35,0
148,40.36,37,17,17,0
189,43.6,57,17,10,0
117,28.85,88,48,14,0
111,23.82,56,34,23,0
59,37.55,73,53,13,0
48,39.24,54,52,21,0
24,36.5,92,22,5,1
10,40.36,54,49,28,0
148,41.56,42,48,1,0
196,35.77,85,38,26,0
86,18.69,38,36,0,0
1,35.09,45,5,28,1
137,23.77,60,37,10,0
104,21.07,99,23,4,0
150,19.91,30,20,32,0
173,30.58,97,56,14,0
96,19.37,88,39,6,0
123,27.42,60,46,10,0
150,39.18,54,9,32,0
134,22.98,39,60,19,0
16,43.48,54,24,16,1
146,41.56,56,13,25,0
85,39.07,34,51,24,0
24,35.89,50,22,3,1
10,25.93,19,30,4,0
68,29.02,32,49,23,0
30,29.56,60,43,28,0
95,30.26,16,48,20,0
120,34.04,20,35,18,0
109,20.53,71,5,14,0
44,29.38,71,58,34,0
159,37.49,58,60,7,0
0,30.54,47,24,15,0
61,29.34,48,15,24,0
83,36.46,76,10,28,0
113,42.61,69,42,5,0
190,32.28,43,49,6,0
137,28.82,29,57,6,0
45,18.3,15,33,6,0
125,19.02,80,55,15,0
111,40.72,80,30,7,0
139,35.9,25,8,34,1
48,38.49,64,32,22,0
40,33.74,85,57,29,0
100,40.5,90,48,23,0
169,29.55,26,52,8,0
172,44.43,70,40,22,0
53,22.45,50,22,2,0
2,43.07,16,11,29,1
25,34.82,19,14,13,1
138,41.45,19,43,33,0
99,39.89,36,56,20,0
134,22.9,22,21,7,0
193,18.55,58,13,13,0
159,32.26,91,47,30,0
82,25.1,81,52,12,0
116,44.84,28,31,12,0
29,44.61,77,27,13,0
39,30.0,100,58,30,0
37,31.83,20,23,6,1
29,35.41,50,23,28,1
14,29.69,92,17,24,0
94,42.37,77,31,5,0
163,33.95,26,50,12,0
151,29.47,31,36,19,0
111,36.97,84,56,34,0
41,34.5,36,26,34,0
142,37.82,59,13,9,0
185,43.53,36,22,1,0
132,20.87,39,40,16,0
9,24.45,42,49,12,0
9,32.93,70,27,1,0
106,34.79,27,27,35,0
14,37.63,47,34,32,0
48,28.43,27,41,25,0
23,32.29,31,33,0,0
155,28.99,95,29,12,0
5,21.17,34,57,4,0
189,18.77,23,26,9,0
171,37.02,88,20,20,0
136,37.08,45,11,30,0
164,29.66,77,52,21,0
126,21.07,22,27,16,0
86,30.59,76,42,13,0
95,26.88,45,27,0,0
2,27.88,93,23,21,0
50,44.34,55,37,11,0
179,22.96,67,29,21,0
131,18.11,99,15,5,0
22,35.25,18,29,25,1
7,38.77,40,54,7,0
105,27.31,32,58,9,0
99,32.07,33,43,20,0
72,42.38,37,42,30,0
93,34.72,16,49,2,0
157,32.46,40,48,26,0
141,38.99,83,37,9,0
90,20.6,81,31,22,0
5,20.1,54,54,12,0
83,29.86,40,27,22,0
36,34.05,82,50,14,0
165,43.23,74,9,8,0
166,29.57,91,50,16,0
37,34.89,86,19,7,0
151,29.74,68,26,35,0
1,30.13,66,39,27,0
144,18.47,91,10,33,0
191,18.5,76,60,7,0
140,36.91,22,40,24,0
195,36.63,41,23,4,0
40,33.29,63,48,15,0
12,25.0,28,5,0,1
81,22.23,92,28,27,0
24,28.42,30,60,16,0
144,37.88,93,46,23,0
69,18.45,92,55,17,0
52,23.85,56,33,16,0
74,38.13,42,22,5,0
81,43.43,30,52,23,0
35,38.5,78,58,8,0
124,18.38,27,6,1,0
83,20.92,83,56,31,0
50,31.91,48,50,20,0
166,39.72,97,49,3,0
70,20.5,58,7,16,0
196,42.98,46,15,9,0
159,29.94,68,49,1,0
106,24.16,26,49,32,0
15,30.46,100,5,5,0
143,43.34,69,32,0,0
195,34.96,78,56,31,0
137,26.12,95,31,34,0
110,33.3,24,36,0,0
180,32.26,80,30,3,0
160,43.36,45,58,27,0
95,27.05,52,35,8,0
3,19.41,22,40,6,0
10,44.96,47,9,18,1
12,19.98,60,44,3,0
72,23.07,15,21,1,0
103,30.85,88,36,17,0
20,37.73,21,10,1,1
58,39.67,75,48,34,0
179,42.4,77,17,12,0
24,35.84,45,12,35,1
95,40.31,49,52,7,0
11,28.16,93,13,24,0
159,26.39,45,32,29,0
101,36.16,21,46,21,0
181,21.83,25,50,26,0
13,24.11,65,40,18,0
65,39.63,24,16,11,1
97,22.29,59,46,33,0
89,34.12,40,37,30,0
145,29.63,44,40,18,0
24,36.48,91,36,20,0
142,41.78,37,25,31,0
92,38.5,90,10,12,0
157,21.06,31,36,9,0
199,31.39,100,21,4,0
191,35.91,59,56,24,0
196,33.6,85,18,9,0
157,23.24,84,17,6,0
187,41.34,84,30,29,0
14,22.65,43,15,18,0
166,43.9,46,22,8,0
74,36.14,25,37,31,0
43,20.26,45,60,3,0
134,28.4,34,40,11,0
168,20.3,60,23,1,0
149,26.62,22,32,19,0
54,42.07,17,44,18,0
65,29.25,42,46,3,0
200,24.15,40,8,15,0
138,29.68,40,13,15,0
183,29.79,21,45,32,0
142,20.84,73,9,29,0
146,39.91,50,17,21,0
